x,y,_zx_row_id,_zx_status,_zx_hook_stage,_zx_error,_zx_started_at,_zx_completed_at,_zx_run_dir,_zx_iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,f1,f2
,,26,completed,,,2026-06-12T13:54:36.619521,2026-06-12T13:54:36.668571,/Users/cianely/zX/zdt1test/runs/run_26,0.0,0.4992484186752219,0.0521298022575756,0.9510836663154352,0.3158976931606365,0.219723720333175,0.4389935176794762,0.928491033061223,0.4075338739009582,0.7270488885539087,0.0692088651052653,0.4992484186752219,3.5128587740511454
,,27,completed,,,2026-06-12T13:54:36.670828,2026-06-12T13:54:36.717527,/Users/cianely/zX/zdt1test/runs/run_27,0.0,0.918844923420921,0.8757400456957489,0.861951968966173,0.0004893256023651,0.0989679095980557,0.8679233934714402,0.2391180804085626,0.1055645266067292,0.6799248951786397,0.537228736374516,0.918844923420921,3.0670287742017166
,,28,completed,,,2026-06-12T13:54:36.720250,2026-06-12T13:54:36.768742,/Users/cianely/zX/zdt1test/runs/run_28,0.0,0.1713526495013484,0.726291453707541,0.0417118116746968,0.1842219322272598,0.473729105597223,0.9308913774359951,0.2886150405160148,0.5985118893780241,0.6101945984205994,0.5105601468176819,0.1713526495013484,4.405946751953486
,,29,completed,,,2026-06-12T13:54:36.771145,2026-06-12T13:54:36.824656,/Users/cianely/zX/zdt1test/runs/run_29,0.0,0.8276974952712352,0.1114576064770062,0.4268350811485087,0.0394171417412985,0.3338886574675235,0.8261974626985638,0.2329976878799611,0.7208300701908668,0.8172455569400741,0.0800721239152904,0.8276974952712352,2.640030078734072
,,30,completed,,,2026-06-12T13:54:36.827141,2026-06-12T13:54:36.875966,/Users/cianely/zX/zdt1test/runs/run_30,0.0,0.3407604589735719,0.3356949678088597,0.0094584485884672,0.1894090324772118,0.5225684209954045,0.3505040501515513,0.6219233740331387,0.5582418462837181,0.7658005169056544,0.2056378184515099,0.3407604589735719,3.3128002720335883
,,31,completed,,,2026-06-12T13:54:36.878510,2026-06-12T13:54:36.926472,/Users/cianely/zX/zdt1test/runs/run_31,0.0,0.522482314720871,0.2609854006170706,0.5839681281994236,0.6413135931654312,0.2870936884923005,0.8043447116846868,0.8302747055283204,0.6295043770450827,0.7511545847357431,0.5163076520732305,0.522482314720871,4.489947331910353
,,32,completed,,,2026-06-12T13:54:36.928691,2026-06-12T13:54:36.978330,/Users/cianely/zX/zdt1test/runs/run_32,0.0,0.7418542735677722,0.6027449039129357,0.4644391033078546,0.2302561803959214,0.5707226824219243,0.986168140767623,0.740836762773814,0.3229464320114095,0.7417211198492593,0.4090123326598139,0.7418542735677722,3.947008698425796
,,33,completed,,,2026-06-12T13:54:36.980834,2026-06-12T13:54:37.030018,/Users/cianely/zX/zdt1test/runs/run_33,0.0,0.140557441425798,0.1716052773534029,0.5278046030732801,0.9407982534675802,0.4295974798850702,0.6651335061832045,0.1895616101839274,0.535238290832377,0.2386042111735076,0.6252499101738962,0.140557441425798,4.458566766267515
,,34,completed,,,2026-06-12T13:54:37.033054,2026-06-12T13:54:37.087945,/Users/cianely/zX/zdt1test/runs/run_34,0.0,0.7242846425992113,0.5532367283640411,0.586178532816833,0.1299233329366167,0.1021364055655246,0.5115101035029864,0.5258149345560588,0.4642864428457487,0.6873097807783927,0.6250549055610327,0.7242846425992113,3.2474773164448405
,,35,completed,,,2026-06-12T13:54:37.090340,2026-06-12T13:54:37.138655,/Users/cianely/zX/zdt1test/runs/run_35,0.0,0.874858857233643,0.3117765329355701,0.3806156158558144,0.5560594353208621,0.5918840131196204,0.489801717927198,0.4543266026686352,0.5010447858499351,0.2923578077370387,0.5718049699752934,0.874858857233643,3.027117428524056
,,36,completed,,,2026-06-12T13:54:37.140861,2026-06-12T13:54:37.195770,/Users/cianely/zX/zdt1test/runs/run_36,0.0,0.514248244358968,0.2118866199333906,0.7881683161986482,0.507369259574127,0.5096639514284066,0.9528994688903906,0.2002043681342704,0.9527269544970006,0.1733866126731497,0.8556909190017998,0.514248244358968,4.373330289123934
,,37,completed,,,2026-06-12T13:54:37.198878,2026-06-12T13:54:37.251323,/Users/cianely/zX/zdt1test/runs/run_37,0.0,0.3715910263577275,0.5363226962320541,0.4333533553738116,0.9826430457010884,0.2579152160827116,0.029918727605917,0.8267422618492485,0.712107125370404,0.1181747256089814,0.6215898866267512,0.3715910263577275,4.0867320168602825
,,38,completed,,,2026-06-12T13:54:37.254114,2026-06-12T13:54:37.303591,/Users/cianely/zX/zdt1test/runs/run_38,0.0,0.5607012249765582,0.4699490645313225,0.2413900689586585,0.5732636041212715,0.1735345505787802,0.6896054788900736,0.4161783274268634,0.063568429139082,0.5916638839212351,0.0311777625450194,0.5607012249765582,2.70658057703128
,,39,completed,,,2026-06-12T13:54:37.305981,2026-06-12T13:54:37.361017,/Users/cianely/zX/zdt1test/runs/run_39,0.0,0.8909727514724861,0.182458511151301,0.973319414385416,0.0728691674378698,0.8714704358098502,0.1372936029003414,0.8097242526357306,0.1781901241776641,0.194586352587362,0.7390598543799444,0.8909727514724861,3.015026001577879
,,40,completed,,,2026-06-12T13:54:37.363281,2026-06-12T13:54:37.418641,/Users/cianely/zX/zdt1test/runs/run_40,0.0,0.3156071779581633,0.1624936500343826,0.8021778829541218,0.1608700443256222,0.926369458053968,0.8090543431003362,0.3673446999125747,0.2935794969048444,0.0365147493145701,0.9599822551781892,0.3156071779581633,4.19867357486954
,,41,completed,,,2026-06-12T13:54:37.421149,2026-06-12T13:54:37.466439,/Users/cianely/zX/zdt1test/runs/run_41,0.0,0.8453628681464551,0.1035801229218488,0.2350107678271522,0.977986800608798,0.6844175448537164,0.3529688695623324,0.2901660862230919,0.0466164193599442,0.4960892221024999,0.3073146911705,0.8453628681464551,2.544999946202703
,,42,completed,,,2026-06-12T13:54:37.469196,2026-06-12T13:54:37.518035,/Users/cianely/zX/zdt1test/runs/run_42,0.0,0.9295852195134364,0.1134636017406631,0.9356801813325428,0.2114618853272799,0.2208843076249319,0.8176209902981252,0.3010508339204827,0.177375282490705,0.2931678259727412,0.5384469292057591,0.9295852195134364,2.5392244423224266
,,43,completed,,,2026-06-12T13:54:37.520350,2026-06-12T13:54:37.567850,/Users/cianely/zX/zdt1test/runs/run_43,0.0,0.2216443785570129,0.6848338479073373,0.1334665228142589,0.6475605439585148,0.0972337922639007,0.0566045898564134,0.1543621932788655,0.3498400565543486,0.5705671402053871,0.3837377367508507,0.2216443785570129,3.127463804168724
,,44,completed,,,2026-06-12T13:54:37.585774,2026-06-12T13:54:37.639646,/Users/cianely/zX/zdt1test/runs/run_44,1.0,0.0773642571978274,0.2824634357847,0.0760014498999982,0.5374790082571899,0.4643822037991932,0.1844439364499911,0.3929620369459697,0.8915625803361127,0.2799574242921614,0.9047151922409604,0.0773642571978274,4.391149595405759
,,45,completed,,,2026-06-12T13:54:37.643017,2026-06-12T13:54:37.697186,/Users/cianely/zX/zdt1test/runs/run_45,1.0,0.3589836492739846,0.3813623962890325,0.4052989497109198,0.8601360847846926,0.7530174231144112,0.5575545217428837,0.8191709720870473,0.629284573679195,0.7622926710255636,0.0596031708989215,0.3589836492739846,4.732511772495425
,,46,completed,,,2026-06-12T13:54:37.699886,2026-06-12T13:54:37.753182,/Users/cianely/zX/zdt1test/runs/run_46,1.0,0.4262843274388449,0.4810543614794486,0.5869654003285794,0.150120782459564,0.0923693823811736,0.3937512657701658,0.108740215604723,0.5266945380673729,0.5351136616690422,0.2274982340356915,0.4262843274388449,2.779904900447321
,,47,completed,,,2026-06-12T13:54:37.756655,2026-06-12T13:54:37.810345,/Users/cianely/zX/zdt1test/runs/run_47,1.0,0.2390950799964813,0.6848338479073373,0.1403772599375988,0.6354239697075253,0.0972602004793211,0.0566045898564134,0.153853281191642,0.3025104196158481,0.5739435294631678,0.3743671902952953,0.2390950799964813,3.0388861685538076
,,48,completed,,,2026-06-12T13:54:37.812984,2026-06-12T13:54:37.862933,/Users/cianely/zX/zdt1test/runs/run_48,1.0,0.0172486229316645,0.4762360889912396,0.2413900689586585,0.5732636041212715,0.1735345505787802,0.7140536975447143,0.4161783274268634,0.063568429139082,0.5835859031528718,0.0311777625450194,0.0172486229316645,4.00150516177163
,,49,completed,,,2026-06-12T13:54:37.865642,2026-06-12T13:54:37.916822,/Users/cianely/zX/zdt1test/runs/run_49,1.0,0.2639074613470589,0.7921725759929846,0.0327391059842485,0.225522658317325,0.3566440943263822,0.0781119110593299,0.8267495977985979,0.5991928731880148,0.2304672432067846,0.6846354370768,0.2639074613470589,3.6976613709564066
,,50,completed,,,2026-06-12T13:54:37.919866,2026-06-12T13:54:37.972853,/Users/cianely/zX/zdt1test/runs/run_50,1.0,0.918844923420921,0.1323375208302793,0.251086145497667,0.0004893256023651,0.0989679095980557,0.8694622932852253,0.2391180804085626,0.1055645266067292,0.6799248951786397,0.537228736374516,0.918844923420921,2.017729090841623
,,51,completed,,,2026-06-12T13:54:37.975994,2026-06-12T13:54:38.026712,/Users/cianely/zX/zdt1test/runs/run_51,1.0,0.2322559086460154,0.2875141018594439,0.6666571661406916,0.8049397172165262,0.2129237901922112,0.0030936298947084,0.1193407849612607,0.8382077915645294,0.6791457640065174,0.8723438556627823,0.2322559086460154,4.355570084936085
,,52,completed,,,2026-06-12T13:54:38.029364,2026-06-12T13:54:38.081316,/Users/cianely/zX/zdt1test/runs/run_52,1.0,0.7496098109021978,0.5331616075561143,0.4644391033078546,0.2385962471542006,0.5695069747623623,0.986168140767623,0.7626449129411483,0.3229464320114095,0.7417211198492593,0.3744604677734502,0.7496098109021978,3.8739999651660737
,,53,completed,,,2026-06-12T13:54:38.084476,2026-06-12T13:54:38.136437,/Users/cianely/zX/zdt1test/runs/run_53,1.0,0.3534376926110454,0.3957755395336577,0.0226305253395189,0.1491744287311632,0.7853892128800202,0.0417636849455939,0.1810238197538994,0.6242005848255847,0.420854472623249,0.4118962840056666,0.3534376926110454,2.838844571350147
,,54,completed,,,2026-06-12T13:54:38.139174,2026-06-12T13:54:38.188096,/Users/cianely/zX/zdt1test/runs/run_54,1.0,0.9493989743105736,0.8736189354922048,0.861951968966173,0.0004893256023651,0.360100932302327,0.0616347262877523,0.194842794341355,0.1055645266067292,0.6629976822380609,0.537228736374516,0.9493989743105736,2.55540601661746
,,55,completed,,,2026-06-12T13:54:38.191791,2026-06-12T13:54:38.241016,/Users/cianely/zX/zdt1test/runs/run_55,1.0,0.1484643953571016,0.6027449039129357,0.4644391033078546,0.273682563929975,0.5695841927343283,0.986168140767623,0.740836762773814,0.3229464320114095,0.2417019917329398,0.6175414255278097,0.1484643953571016,4.890124052272323
,,56,completed,,,2026-06-12T13:54:38.243583,2026-06-12T13:54:38.291343,/Users/cianely/zX/zdt1test/runs/run_56,1.0,0.336012528957986,0.4545934441578612,0.0226305253395189,0.1516362802361832,0.7019918387674035,0.0702779409082742,0.5748550019729513,0.2470687092286351,0.420854472623249,0.4118962840056666,0.336012528957986,2.888413763133677
,,57,completed,,,2026-06-12T13:54:38.294488,2026-06-12T13:54:38.342975,/Users/cianely/zX/zdt1test/runs/run_57,1.0,0.5252762711692682,0.3946772139777216,0.9875582668496874,0.7939790532205618,0.1726419382939999,0.7628376908415673,0.4155883063097189,0.0623624384595127,0.5844750402422351,0.651563798478733,0.5252762711692682,4.076371471674162
,,58,completed,,,2026-06-12T13:54:38.346057,2026-06-12T13:54:38.394524,/Users/cianely/zX/zdt1test/runs/run_58,1.0,0.5074539583557371,0.985819631526269,0.0974680883990524,0.8681959554074538,0.1867214840624006,0.92413666961424,0.9020725113864194,0.7414681736343602,0.0877304676489882,0.7655942295476008,0.5074539583557371,4.7347906844948735
,,59,completed,,,2026-06-12T13:54:38.397066,2026-06-12T13:54:38.447274,/Users/cianely/zX/zdt1test/runs/run_59,1.0,0.9620042783292568,0.1374386283360374,0.2448926298204637,0.0223156209625159,0.0626707493278894,0.4608539761773816,0.2343830941658582,0.6280148783224193,0.8211944392398298,0.1265771382961339,0.9620042783292568,1.841949796139896
,,60,completed,,,2026-06-12T13:54:38.449913,2026-06-12T13:54:38.499119,/Users/cianely/zX/zdt1test/runs/run_60,1.0,0.6037635145792002,0.1329872845649694,0.4683432661230819,0.4490783500719857,0.1671528953058202,0.4766602613447568,0.3727690499278999,0.4682246074511267,0.608795346879487,0.2111281929219111,0.6037635145792002,2.733573905049515
,,61,completed,,,2026-06-12T13:54:38.502175,2026-06-12T13:54:38.549809,/Users/cianely/zX/zdt1test/runs/run_61,1.0,0.3659118318379243,0.2504220807435983,0.0028632678080983,0.9967508207097014,0.0914382912196514,0.5182477691991426,0.5707726988364923,0.1024324043647127,0.5035644669335225,0.9800121488510314,0.3659118318379243,3.6616614673130305
,,62,completed,,,2026-06-12T13:54:38.552412,2026-06-12T13:54:38.600044,/Users/cianely/zX/zdt1test/runs/run_62,1.0,0.0175192729964011,0.7400661555861059,0.1367212791822101,0.6643154307425116,0.028961988917156,0.2441461024351787,0.3216655350211598,0.8986800085212896,0.0753711625823162,0.1770393099609626,0.0175192729964011,4.012914888983731
,,63,completed,,,2026-06-12T13:54:38.602600,2026-06-12T13:54:38.666789,/Users/cianely/zX/zdt1test/runs/run_63,1.0,0.870345355873609,0.218603556038767,0.5747132228450892,0.8593293876395411,0.4117559324493323,0.9936940607522976,0.3480103276022119,0.1236075043063875,0.4938984023877267,0.3251538342841669,0.870345355873609,3.1911578656828437
,,64,completed,,,2026-06-12T13:54:38.669752,2026-06-12T13:54:38.719407,/Users/cianely/zX/zdt1test/runs/run_64,1.0,0.522482314720871,0.2792746955823598,0.5839681281994236,0.6413135931654312,0.2870936884923005,0.7930256015503621,0.643536426851082,0.6521921719463735,0.7382112503557993,0.5410319421242322,0.522482314720871,4.3656834844813135
,,65,completed,,,2026-06-12T13:54:38.722544,2026-06-12T13:54:38.771837,/Users/cianely/zX/zdt1test/runs/run_65,1.0,0.564195040355012,0.8925017262730212,0.0437261786093501,0.1357506026334917,0.4603910446823097,0.4925444944089691,0.8383140454968148,0.8772167291432534,0.4505403925922539,0.1383513709171308,0.564195040355012,3.5953281448976107
,,66,completed,,,2026-06-12T13:54:38.774476,2026-06-12T13:54:38.829019,/Users/cianely/zX/zdt1test/runs/run_66,1.0,0.5207581150240262,0.9176455469335308,0.0905573512757466,0.8784691528345304,0.1223667558158288,0.9201897152352856,0.6903378974690643,0.7887971698480063,0.0863126827119408,0.77496472023496,0.5207581150240262,4.46271918302176
,,67,completed,,,2026-06-12T13:54:38.831652,2026-06-12T13:54:38.889622,/Users/cianely/zX/zdt1test/runs/run_67,1.0,0.5665884700682469,0.58227693990232,0.1367212791822101,0.6863168920083953,0.5789525362306928,0.6887646665476426,0.3216655350211598,0.6315405354726149,0.0835793264478194,0.2716764042412675,0.5665884700682469,3.301477112371563
,,68,completed,,,2026-06-12T13:54:38.892336,2026-06-12T13:54:38.941939,/Users/cianely/zX/zdt1test/runs/run_68,1.0,0.1599838963168408,0.726291453707541,0.7789291135202109,0.7518452539326368,0.473729105597223,0.901748031950151,0.2555090574535013,0.6567357909608967,0.5714752114836161,0.5105601468176819,0.1599838963168408,5.597170316057642
,,69,completed,,,2026-06-12T13:54:38.945295,2026-06-12T13:54:38.994792,/Users/cianely/zX/zdt1test/runs/run_69,1.0,0.8453628681464551,0.8471043034290135,0.8458507049310338,0.977986800608798,0.6844175448537164,0.351417079220952,0.2901660862230919,0.0466164193599442,0.4960892221024999,0.3073146911705,0.8453628681464551,3.623720785360779
,,70,completed,,,2026-06-12T13:54:38.997841,2026-06-12T13:54:39.048137,/Users/cianely/zX/zdt1test/runs/run_70,1.0,0.0668133600694352,0.738483924142911,0.5415951937818961,0.7990116955810453,0.932095729966682,0.9889374042558324,0.8969478663688571,0.3914313078190109,0.7180663003405837,0.7231921453634584,0.0668133600694352,7.011116075831526
,,71,completed,,,2026-06-12T13:54:39.050829,2026-06-12T13:54:39.101113,/Users/cianely/zX/zdt1test/runs/run_71,1.0,0.2172331316417038,0.6014596418871809,0.5056135583934893,0.0541087720762085,0.9042597933721022,0.3357476260051332,0.627878477545593,0.8302936091940716,0.4275311969119573,0.8774712990625093,0.2172331316417038,5.007167322729666
,,72,completed,,,2026-06-12T13:54:39.103985,2026-06-12T13:54:39.159271,/Users/cianely/zX/zdt1test/runs/run_72,1.0,0.9432982795419976,0.5150024949503532,0.2464592348239249,0.3058923626277753,0.0646526405291222,0.4608539761773816,0.5601051726450438,0.2976187101377985,0.2971616032799087,0.1265771382961339,0.9432982795419976,1.9626113952170017
,,73,completed,,,2026-06-12T13:54:39.162142,2026-06-12T13:54:39.215727,/Users/cianely/zX/zdt1test/runs/run_73,1.0,0.219315988411107,0.7942936861962083,0.7651312993991456,0.7931437954504726,0.0955120024024345,0.8560114469264996,0.7936514445388968,0.6574167747708874,0.2086755628101576,0.6846354370768,0.219315988411107,5.440946672440284
,,74,completed,,,2026-06-12T13:54:39.218612,2026-06-12T13:54:39.269325,/Users/cianely/zX/zdt1test/runs/run_74,1.0,0.7339666503400502,0.1716052773534029,0.5278046030732801,0.8965306337898284,0.4307359695726661,0.6651335061832045,0.1895616101839274,0.535238290832377,0.7386234233178061,0.4167208173058169,0.7339666503400502,3.5496711371162646
,,75,completed,,,2026-06-12T13:54:39.272065,2026-06-12T13:54:39.321294,/Users/cianely/zX/zdt1test/runs/run_75,1.0,0.5612498326246023,0.4699490645313225,0.1958972954955759,0.5732636041212715,0.3416934233926564,0.6881229756306464,0.3474001793405777,0.0977818176050579,0.8099326739606011,0.0311777625450194,0.5612498326246023,2.9562767128770577
,,76,completed,,,2026-06-12T13:54:39.324425,2026-06-12T13:54:39.378535,/Users/cianely/zX/zdt1test/runs/run_76,1.0,0.0668133600694352,0.2054753283254217,0.5415951937818961,0.7973380200048162,0.0657842604377053,0.9849794733945748,0.6968213694213172,0.3914313078190109,0.6791356762291493,0.7256831801703058,0.0668133600694352,5.4504538552573365
,,77,completed,,,2026-06-12T13:54:39.381384,2026-06-12T13:54:39.430922,/Users/cianely/zX/zdt1test/runs/run_77,1.0,0.8279725384453025,0.4842916857244201,0.4284016861552691,0.3240094112326662,0.3338886574675235,0.7590120855348623,0.1648881529872084,0.7208300701908668,0.3866762221813377,0.0800721239152904,0.8279725384453025,2.7131553023985333
,,78,completed,,,2026-06-12T13:54:39.434007,2026-06-12T13:54:39.487146,/Users/cianely/zX/zdt1test/runs/run_78,1.0,0.8052270248518718,0.3591726973549461,0.8840761137502577,0.3130001397255479,0.0326857565989695,0.0237507029283378,0.2493290813647681,0.3698808817240377,0.2852501703809139,0.3276815703732834,0.8052270248518718,2.085293454893026
,,79,completed,,,2026-06-12T13:54:39.490055,2026-06-12T13:54:39.545220,/Users/cianely/zX/zdt1test/runs/run_79,1.0,0.3589836492739846,0.3813623962890325,0.4052989497109198,0.8601360847846926,0.7530174231144112,0.5462354130348339,0.6118150569533791,0.6519723685804858,0.7383645360572513,0.0596031708989215,0.3589836492739846,4.539233335678621
,,80,completed,,,2026-06-12T13:54:39.548197,2026-06-12T13:54:39.600102,/Users/cianely/zX/zdt1test/runs/run_80,1.0,0.9556757524602584,0.8439098065960691,0.3798632705366731,0.5750981138170119,0.0878848563237123,0.9905759758656956,0.8320685762249864,0.1780985752255899,0.127747125206779,0.7034144139079699,0.9556757524602584,3.380887118885166
,,81,completed,,,2026-06-12T13:54:39.603020,2026-06-12T13:54:39.655301,/Users/cianely/zX/zdt1test/runs/run_81,1.0,0.2356580423620939,0.5807470679263612,0.8600205313344605,0.4760249636031839,0.5850041124835907,0.7771477330482415,0.3827453798192191,0.6317455797360695,0.4799376810544391,0.2721407338566617,0.2356580423620939,4.851916722233152
